,datetime,open,max,min,close,value
0,2024-03-04 18:55:00,12.6540,12.6570,12.6400,12.6570,123.77M
1,2024-03-04 18:50:00,12.6505,12.6570,12.6475,12.6475,70.821M
2,2024-03-04 18:45:00,12.6500,12.6520,12.6490,12.6510,75.257M
3,2024-03-04 18:40:00,12.6585,12.6585,12.6505,12.6505,106.235M
4,2024-03-04 18:35:00,12.6600,12.6610,12.6575,12.6590,261.892M
5,2024-03-04 18:30:00,12.6595,12.6605,12.6580,12.6600,160.427M
6,2024-03-04 18:25:00,12.6600,12.6600,12.6560,12.6600,416.886M
7,2024-03-04 18:20:00,12.6600,12.6600,12.6580,12.6595,277.321M
8,2024-03-04 18:15:00,12.6565,12.6630,12.6565,12.6600,456.16M
9,2024-03-04 18:10:00,12.6520,12.6580,12.6500,12.6580,355.535M
10,2024-03-04 18:05:00,12.6440,12.6580,12.6440,12.6500,1.829B
11,2024-03-04 18:00:00,12.6475,12.6475,12.6370,12.6455,380.756M
12,2024-03-04 17:55:00,12.6505,12.6520,12.6470,12.6475,319.762M
13,2024-03-04 17:50:00,12.6475,12.6510,12.6410,12.6510,590.591M
14,2024-03-04 17:45:00,12.6460,12.6535,12.6395,12.6485,1.175B
15,2024-03-04 17:40:00,12.6520,12.6550,12.6440,12.6470,572.5M
16,2024-03-04 17:35:00,12.6440,12.6525,12.6435,12.6525,905.045M
17,2024-03-04 17:30:00,12.6490,12.6495,12.6440,12.6440,457.858M
18,2024-03-04 17:25:00,12.6525,12.6530,12.6490,12.6500,485.066M
19,2024-03-04 17:20:00,12.6545,12.6550,12.6515,12.6530,453.879M
20,2024-03-04 17:15:00,12.6560,12.6570,12.6525,12.6550,315.522M
21,2024-03-04 17:10:00,12.6585,12.6595,12.6560,12.6560,2.149B
22,2024-03-04 17:05:00,12.6550,12.6585,12.6545,12.6585,1.48B
23,2024-03-04 17:00:00,12.6555,12.6570,12.6470,12.6550,523.868M
24,2024-03-04 16:55:00,12.6585,12.6585,12.6555,12.6560,309.1M
25,2024-03-04 16:50:00,12.6625,12.6640,12.6555,12.6585,1.441B
26,2024-03-04 16:45:00,12.6590,12.6635,12.6590,12.6625,882.081M
27,2024-03-04 16:40:00,12.6585,12.6610,12.6550,12.6590,802.145M
28,2024-03-04 16:35:00,12.6545,12.6610,12.6545,12.6580,768.362M
29,2024-03-04 16:30:00,12.6550,12.6570,12.6520,12.6555,1.001B
30,2024-03-04 16:25:00,12.6585,12.6585,12.6545,12.6555,352.34M
31,2024-03-04 16:20:00,12.6520,12.6590,12.6485,12.6585,1.054B
32,2024-03-04 16:15:00,12.6615,12.6650,12.6515,12.6525,1.031B
33,2024-03-04 16:10:00,12.6555,12.6630,12.6555,12.6620,1.308B
34,2024-03-04 16:05:00,12.6565,12.6615,12.6540,12.6550,245.782M
35,2024-03-04 16:00:00,12.6530,12.6570,12.6510,12.6570,1.306B
36,2024-03-04 15:55:00,12.6545,12.6550,12.6520,12.6525,460.232M
37,2024-03-04 15:50:00,12.6490,12.6550,12.6485,12.6550,1.002B
38,2024-03-04 15:45:00,12.6495,12.6500,12.6485,12.6490,333.561M
39,2024-03-04 15:40:00,12.6485,12.6500,12.6485,12.6495,194.769M
40,2024-03-04 15:35:00,12.6500,12.6500,12.6460,12.6490,830.624M
41,2024-03-04 15:30:00,12.6505,12.6505,12.6385,12.6500,948.123M
42,2024-03-04 15:25:00,12.6495,12.6550,12.6495,12.6505,2.43B
43,2024-03-04 15:20:00,12.6475,12.6530,12.6445,12.6500,975.734M
44,2024-03-04 15:15:00,12.6470,12.6500,12.6470,12.6480,406.99M
45,2024-03-04 15:10:00,12.6560,12.6570,12.6445,12.6470,1.251B
46,2024-03-04 15:05:00,12.6510,12.6585,12.6500,12.6575,1.124B
47,2024-03-04 15:00:00,12.6465,12.6540,12.6440,12.6510,766.449M
48,2024-03-04 14:55:00,12.6525,12.6550,12.6465,12.6470,601.979M
49,2024-03-04 14:50:00,12.6435,12.6555,12.6375,12.6530,1.43B
50,2024-03-04 14:45:00,12.6485,12.6485,12.6435,12.6435,1.353B
51,2024-03-04 14:40:00,12.6490,12.6495,12.6440,12.6485,888.385M
52,2024-03-04 14:35:00,12.6480,12.6495,12.6465,12.6490,195.763M
53,2024-03-04 14:30:00,12.6455,12.6495,12.6450,12.6490,1.132B
54,2024-03-04 14:25:00,12.6455,12.6460,12.6445,12.6460,698.844M
55,2024-03-04 14:20:00,12.6470,12.6475,12.6450,12.6460,1.023B
56,2024-03-04 14:15:00,12.6475,12.6480,12.6460,12.6475,689.791M
57,2024-03-04 14:10:00,12.6545,12.6570,12.6475,12.6475,1.483B
58,2024-03-04 14:05:00,12.6565,12.6570,12.6540,12.6555,921.973M
59,2024-03-04 14:00:00,12.6575,12.6580,12.6550,12.6570,1.626B
60,2024-03-04 13:55:00,12.6555,12.6590,12.6550,12.6580,2.524B
61,2024-03-04 13:50:00,12.6560,12.6570,12.6525,12.6560,1.34B
62,2024-03-04 13:45:00,12.6485,12.6560,12.6485,12.6560,1.805B
63,2024-03-04 13:40:00,12.6485,12.6490,12.6470,12.6490,788.837M
64,2024-03-04 13:35:00,12.6495,12.6500,12.6480,12.6490,838.435M
65,2024-03-04 13:30:00,12.6445,12.6520,12.6445,12.6500,1.61B
66,2024-03-04 13:25:00,12.6455,12.6475,12.6445,12.6450,1.406B
67,2024-03-04 13:20:00,12.6475,12.6480,12.6455,12.6460,538.523M
68,2024-03-04 13:15:00,12.6475,12.6480,12.6470,12.6480,370.557M
69,2024-03-04 13:10:00,12.6485,12.6495,12.6470,12.6475,896.74M
70,2024-03-04 13:05:00,12.6375,12.6500,12.6375,12.6490,716.681M
71,2024-03-04 13:00:00,12.6475,12.6480,12.6350,12.6375,1.448B
72,2024-03-04 12:55:00,12.6495,12.6500,12.6460,12.6480,531.206M
73,2024-03-04 12:50:00,12.6500,12.6510,12.6485,12.6500,888.506M
74,2024-03-04 12:45:00,12.6505,12.6515,12.6495,12.6500,236.733M
75,2024-03-04 12:40:00,12.6505,12.6520,12.6470,12.6520,587.597M
76,2024-03-04 12:35:00,12.6505,12.6535,12.6500,12.6515,1.274B
77,2024-03-04 12:30:00,12.6490,12.6530,12.6445,12.6515,1.893B
78,2024-03-04 12:25:00,12.6525,12.6530,12.6490,12.6495,868.726M
79,2024-03-04 12:20:00,12.6525,12.6530,12.6500,12.6530,1.12B
80,2024-03-04 12:15:00,12.6535,12.6550,12.6520,12.6530,1.022B
81,2024-03-04 12:10:00,12.6485,12.6550,12.6450,12.6535,1.525B
82,2024-03-04 12:05:00,12.6480,12.6495,12.6450,12.6490,750.395M
83,2024-03-04 12:00:00,12.6495,12.6500,12.6460,12.6475,1.145B
84,2024-03-04 11:55:00,12.6540,12.6545,12.6490,12.6500,838.832M
85,2024-03-04 11:50:00,12.6545,12.6550,12.6525,12.6545,1.209B
86,2024-03-04 11:45:00,12.6535,12.6565,12.6535,12.6550,484.896M
87,2024-03-04 11:40:00,12.6500,12.6540,12.6435,12.6540,928.67M
88,2024-03-04 11:35:00,12.6500,12.6545,12.6495,12.6495,593.076M
89,2024-03-04 11:30:00,12.6480,12.6590,12.6475,12.6500,1.937B
90,2024-03-04 11:25:00,12.6455,12.6510,12.6450,12.6480,2.501B
91,2024-03-04 11:20:00,12.6400,12.6450,12.6375,12.6450,1.708B
92,2024-03-04 11:15:00,12.6420,12.6435,12.6395,12.6395,605.056M
93,2024-03-04 11:10:00,12.6395,12.6425,12.6375,12.6420,860.496M
94,2024-03-04 11:05:00,12.6410,12.6435,12.6385,12.6400,817.539M
95,2024-03-04 11:00:00,12.6440,12.6450,12.6385,12.6410,889.774M
96,2024-03-04 10:55:00,12.6335,12.6465,12.6330,12.6440,1.242B
97,2024-03-04 10:50:00,12.6345,12.6365,12.6315,12.6335,1.21B
98,2024-03-04 10:45:00,12.6430,12.6435,12.6340,12.6345,1.045B
99,2024-03-04 10:40:00,12.6400,12.6480,12.6395,12.6435,2.244B
100,2024-03-04 10:35:00,12.6340,12.6425,12.6340,12.6400,1.385B
101,2024-03-04 10:30:00,12.6435,12.6440,12.6305,12.6335,1.535B
102,2024-03-04 10:25:00,12.6460,12.6490,12.6420,12.6435,1.051B
103,2024-03-04 10:20:00,12.6430,12.6475,12.6395,12.6470,1.373B
104,2024-03-04 10:15:00,12.6440,12.6500,12.6415,12.6440,746.329M
105,2024-03-04 10:10:00,12.6455,12.6470,12.6335,12.6440,1.433B
106,2024-03-04 10:05:00,12.6560,12.6560,12.6435,12.6475,1.195B
107,2024-03-04 10:00:00,12.6600,12.6650,12.6555,12.6560,1.515B
108,2024-03-04 09:55:00,12.6620,12.6620,12.6595,12.6600,436.73M
109,2024-03-04 09:50:00,12.6605,12.6635,12.6575,12.6620,284.638M
110,2024-03-04 09:45:00,12.6620,12.6620,12.6600,12.6605,152.358M
111,2024-03-04 09:40:00,12.6620,12.6635,12.6610,12.6620,93.598M
112,2024-03-04 09:35:00,12.6640,12.6645,12.6615,12.6620,84.9M
113,2024-03-04 09:30:00,12.6580,12.6645,12.6555,12.6645,257.79M
114,2024-03-04 09:25:00,12.6565,12.6605,12.6560,12.6580,57.442M
115,2024-03-04 09:20:00,12.6605,12.6630,12.6555,12.6560,392.15M
116,2024-03-04 09:15:00,12.6660,12.6680,12.6590,12.6615,180.196M
117,2024-03-04 09:10:00,12.6620,12.6705,12.6580,12.6665,353.518M
118,2024-03-04 09:05:00,12.6725,12.6745,12.6580,12.6610,555.9M
119,2024-03-04 09:00:00,12.6840,12.6840,12.6715,12.6725,814.653M
120,2024-03-04 08:55:00,12.6835,12.6860,12.6830,12.6840,162.447M
121,2024-03-04 08:50:00,12.6855,12.6900,12.6830,12.6845,141.045M
122,2024-03-04 08:45:00,12.6850,12.6930,12.6845,12.6855,177.697M
123,2024-03-04 08:40:00,12.6845,12.6885,12.6810,12.6850,142.19M
124,2024-03-04 08:35:00,12.6785,12.6925,12.6785,12.6850,191.866M
125,2024-03-04 08:30:00,12.6850,12.6850,12.6795,12.6815,77.747M
126,2024-03-04 08:25:00,12.6850,12.6905,12.6835,12.6850,187.962M
127,2024-03-04 08:20:00,12.6845,12.6870,12.6845,12.6850,8.74M
